classname,post-release-bugs,pre-release-bugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy
org::apache::lucene::store::RAMFile,0,4,7,1,0,5,101,55,14.4286,66,51,9.42857,246.857,137.301,4,1,4,0,45,1,6,0,41,10,18,3,0,3,0,15,11,5.63409,0.0360766,0.0151975,0.154655,0.0211195
org::apache::lucene::store::RAMInputStream,0,7,11,1,0,5,124,68,11.2727,103,51,9.36364,246.857,145.357,5,2,3,2,28,1,8,0,68,8,42,7,1,0,6,16,20,9.10209,0.0914275,0.0272107,0.256815,0.045721
org::apache::lucene::store::RAMOutputStream,0,11,16,4,1,5,146,77,9.125,133,51,8.3125,246.857,143.408,12,2,9,3,78,1,7,0,98,13,24,6,2,0,10,34,24,13.5448,0.146081,0.0774005,0.453825,0.17475
org::apache::lucene::store::SimpleFSLockFactory,0,7,9,2,0,3,85,26,9.44444,59,18,6.55556,110.143,31.8992,3,2,1,2,6,0,1,1,24,4,13,1,0,0,3,12,9,10.3263,0.10637,0.0293917,0.287547,0.0455709
org::apache::lucene::store::SingleInstanceLockFactory,0,3,4,1,0,2,13,6,3.25,9,5,2.25,110.143,13.7802,3,2,2,1,3,0,1,1,13,3,13,1,0,0,3,6,3,4.99485,0.0137035,0.0132794,0.136452,0.0185345
org::apache::lucene::store::VerifyingLockFactory,0,2,2,0,0,1,2,1,1,2,1,1,53,3.07143,3,2,1,2,3,0,4,1,12,3,13,0,0,4,3,6,3,2.33696,0.00308502,0.00910696,0.0719939,0.0198956
org::apache::lucene::store::db::Block,0,0,3,0,0,1,3,1,1,3,1,1,247,24.2381,4,1,2,2,15,0,2,0,47,6,9,0,0,0,0,20,6,1.43177,0.0129918,0.00146826,0.0312605,9.22E-06
org::apache::lucene::store::db::DbDirectory,0,0,3,0,0,1,3,1,1,3,1,1,247,24.2381,9,2,1,8,91,0,5,2,102,14,27,0,0,0,14,63,21,1.43177,0.0129918,0.00146826,0.0312605,9.22E-06
org::apache::lucene::store::db::DbIndexInput,0,0,2,0,0,1,2,1,1,2,1,1,179.286,15.2143,6,2,1,5,28,0,5,0,92,8,33,0,0,0,7,34,16,2.56045,0.00833997,0.00309243,0.0579449,8.74E-05
org::apache::lucene::store::db::DbIndexOutput,0,0,2,0,0,1,2,1,1,2,1,1,179.286,15.2143,4,2,1,3,28,0,8,0,86,8,24,0,0,0,7,34,16,2.56045,0.00833997,0.00309243,0.0579449,8.74E-05
org::apache::lucene::store::db::DbLock,0,0,2,0,0,1,2,1,1,2,1,1,247,26.4286,1,2,1,0,6,0,1,3,11,4,12,0,0,1,4,4,4,1.43177,0.0129918,0.00146826,0.0312605,9.22E-06
org::apache::lucene::store::db::File,0,0,3,0,0,1,3,1,1,3,1,1,247,24.2381,12,1,4,8,45,0,7,0,183,10,9,0,1,0,0,73,24,1.43177,0.0129918,0.00146826,0.0312605,9.22E-06
org::apache::lucene::store::db::SanityLoadLibrary,0,1,1,1,0,1,1,1,1,1,1,1,71,0,0,1,0,0,0,0,0,0,5,1,9,0,0,0,1,3,1,1.28083,0.00259405,0.00351199,0.0356101,0.00369221
org::apache::lucene::store::instantiated::FieldSetting,1,1,1,0,0,1,1,1,1,1,1,1,14.5714,0,2,1,1,1,3,0,9,0,17,3,9,0,0,9,2,7,6,0.788836,0.00158714,0.0100276,0.0382156,0.0394019
org::apache::lucene::store::instantiated::FieldSettings,1,1,1,0,0,1,1,1,1,1,1,1,14.5714,0,6,1,3,3,6,0,1,0,55,4,9,1,0,0,0,13,16,0.788836,0.00158714,0.0100276,0.0382156,0.0394019
org::apache::lucene::store::instantiated::InstantiatedDocument,0,1,1,0,0,1,1,1,1,1,1,1,29.8571,0,7,1,6,1,21,0,4,0,21,7,18,4,0,0,6,8,7,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
org::apache::lucene::store::instantiated::InstantiatedIndex,0,2,3,0,0,2,87,83,29,11,7,3.66667,29.8571,15.4795,20,1,5,17,136,0,8,0,226,17,18,8,0,0,10,128,43,2.62836,0.0747738,0.0658346,0.206049,0.160434
org::apache::lucene::store::instantiated::InstantiatedIndexReader,1,3,4,0,0,2,122,119,30.5,60,57,15,29.8571,15.2482,16,2,5,14,276,0,4,2,174,24,58,4,0,0,19,123,64,2.62836,0.142628,0.0658346,0.206049,0.160434
org::apache::lucene::store::instantiated::InstantiatedIndexWriter,1,3,4,0,0,3,92,80,23,90,79,22.5,29.8571,16.0932,27,1,3,25,153,0,10,0,469,18,9,10,0,0,17,277,50,4.35401,0.137037,0.128742,3.45233,0.2911
org::apache::lucene::store::instantiated::InstantiatedTerm,0,1,1,0,0,1,1,1,1,1,1,1,29.8571,0,10,1,7,3,66,0,6,0,101,12,18,4,0,0,10,26,24,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
org::apache::lucene::store::instantiated::InstantiatedTermDocs,0,2,2,0,0,2,1,1,0.5,6,5,3,29.8571,0,6,1,2,5,28,1,4,0,63,8,16,2,0,0,8,31,20,1.38982,0.00434966,0.0139123,0.0601513,0.0535355
org::apache::lucene::store::instantiated::InstantiatedTermDocumentInformation,0,1,1,0,0,1,1,1,1,1,1,1,29.8571,0,9,1,9,0,45,0,9,0,33,10,18,6,0,0,6,10,10,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
org::apache::lucene::store::instantiated::InstantiatedTermEnum,1,2,2,0,0,2,2,1,1,2,1,1,29.8571,7.64286,3,2,1,3,15,0,3,0,51,6,15,3,0,0,6,23,12,1.70353,0.00334037,0.0452834,3.21225,0.0849066
org::apache::lucene::store::instantiated::InstantiatedTermFreqVector,0,1,1,0,0,1,1,1,1,1,1,1,29.8571,0,6,1,1,5,36,1,5,0,60,9,24,5,0,0,9,27,17,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
org::apache::lucene::store::instantiated::InstantiatedTermPositionVector,0,1,1,0,0,1,1,1,1,1,1,1,29.8571,0,3,2,1,2,3,0,1,0,9,3,50,1,0,0,3,9,3,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
org::apache::lucene::store::instantiated::InstantiatedTermPositions,0,1,1,0,0,1,1,1,1,1,1,1,29.8571,0,4,2,1,3,21,0,1,2,35,7,35,1,0,0,7,15,9,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
org::apache::lucene::store::je::Block,0,1,3,0,0,3,8,6,2.66667,8,5,2.66667,143.857,50.5714,4,1,2,2,15,0,2,0,45,6,9,0,0,0,0,20,6,3.81886,0.0130551,0.0564659,0.209658,0.108135
org::apache::lucene::store::je::File,0,1,4,0,0,3,14,6,3.5,10,5,2.5,143.857,34.9592,12,1,4,8,45,0,7,0,168,10,9,0,1,0,0,72,24,4.7258,0.117878,0.0578471,0.231331,0.108276
org::apache::lucene::store::je::JEDirectory,0,2,4,0,0,4,9,6,2.25,9,5,2.25,143.857,52.7143,8,2,1,7,91,0,5,2,102,14,27,0,0,0,14,64,21,4.83343,0.0152834,0.0591792,0.237672,0.110802
org::apache::lucene::store::je::JEIndexInput,0,1,3,0,0,3,8,6,2.66667,8,5,2.66667,143.857,50.5714,6,2,1,5,28,0,5,0,88,8,33,0,0,0,7,35,16,3.81886,0.0130551,0.0564659,0.209658,0.108135
org::apache::lucene::store::je::JEIndexOutput,0,2,4,0,0,4,9,6,2.25,10,5,2.5,143.857,51.8413,4,2,1,3,28,0,8,0,83,8,24,0,0,0,7,34,16,5.27155,0.0137155,0.0599683,0.248653,0.110674
org::apache::lucene::store::je::JELock,0,1,3,0,0,3,8,6,2.66667,8,5,2.66667,143.857,50.5714,1,2,1,0,6,0,1,3,11,4,12,0,0,1,4,4,4,3.81886,0.0130551,0.0564659,0.209658,0.108135
org::apache::lucene::swing::models::BaseListModel,0,2,3,0,0,3,6,4,2,6,3,2,187,152.333,5,1,4,1,10,0,1,0,19,5,32,1,0,0,5,16,6,2.55041,0.0136351,0.0533105,0.174739,0.10691
org::apache::lucene::swing::models::BaseTableModel,0,2,3,0,0,3,7,5,2.33333,7,3,2.33333,187,156.653,7,1,4,3,45,0,2,0,60,10,39,2,0,0,10,30,18,2.55041,0.0146253,0.0533105,0.174739,0.10691
org::apache::lucene::swing::models::DataStore,0,1,3,0,0,3,4,2,1.33333,7,3,2.33333,187,71.4286,6,1,6,0,1,0,19,0,7,2,9,4,1,15,1,3,2,3.85212,0.0148165,0.0552128,0.205541,0.107064
org::apache::lucene::swing::models::ListSearcher,0,3,6,1,0,5,10,4,1.66667,9,3,1.5,187,86.2571,15,1,5,11,66,0,8,0,137,12,32,8,6,0,6,67,21,6.26449,0.0179557,0.0634723,0.275728,0.126799
org::apache::lucene::swing::models::ListSearcherSimulator,0,1,3,0,0,3,11,9,3.66667,9,5,3,187,58.4286,16,1,0,16,1,0,0,0,53,2,9,0,0,0,2,27,2,3.85212,0.0222901,0.0552128,0.205541,0.107064
org::apache::lucene::swing::models::RestaurantInfo,0,1,2,0,0,2,2,1,1,4,3,2,187,91.8571,3,1,3,0,153,0,8,0,51,18,9,8,0,0,18,20,17,2.55041,0.0106646,0.0533105,0.174739,0.10691
org::apache::lucene::swing::models::TableSearcher,0,2,6,2,0,6,20,10,3.33333,23,13,3.83333,187,63.5,16,1,6,11,153,0,7,0,165,18,39,6,5,0,13,84,30,6.26048,0.041144,0.0585238,0.261606,0.107361
org::apache::lucene::swing::models::TableSearcherSimulator,0,1,2,0,0,2,2,1,1,4,3,2,187,91.8571,15,1,0,15,1,0,0,0,51,2,9,0,0,0,2,27,2,2.55041,0.0106646,0.0533105,0.174739,0.10691
org::apache::lucene::util::ArrayUtil,0,2,2,0,1,1,23,22,11.5,2,1,1,11.7143,4.50932,10,1,9,1,10,0,0,0,38,5,9,0,0,0,5,9,9,2.2048,0.00969473,0.0438039,0.136638,0.145088
org::apache::lucene::util::BitUtil,0,1,1,0,0,1,1,1,1,1,1,1,35.5714,0,1,1,1,0,55,0,1,0,686,11,9,0,0,0,11,36,42,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
org::apache::lucene::util::BitVector,0,4,11,1,0,6,142,75,12.9091,78,51,7.09091,368.143,248.907,8,1,5,3,78,0,4,0,128,13,9,4,5,0,8,52,31,5.74394,0.0918801,0.019391,0.166227,0.0419916
org::apache::lucene::util::CloseableThreadLocal,0,2,2,0,0,1,15,14,7.5,6,5,3,3.42857,0.266667,5,1,4,1,6,1,2,0,43,4,9,2,0,0,3,18,8,1.23854,0.010397,0.0519223,0.145898,0.106899
org::apache::lucene::util::Constants,0,1,7,2,0,5,27,13,3.85714,64,51,9.14286,365,168.355,0,1,0,0,0,0,8,0,1,1,9,0,1,0,0,1,1,4.04167,0.0328469,0.0083892,0.103332,0.00676912
org::apache::lucene::util::DocIdBitSet,0,1,1,0,0,1,1,1,1,1,1,1,35.5714,0,5,2,4,1,3,0,1,0,9,3,11,1,0,0,3,4,3,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
org::apache::lucene::util::English,0,0,3,0,0,2,20,13,6.66667,57,51,19,246.857,50.9714,0,1,0,0,1,0,0,0,72,2,9,0,0,0,2,45,38,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
org::apache::lucene::util::OpenBitSet,0,2,4,3,0,3,6,3,1.5,6,3,1.5,35.5714,25.381,11,2,6,5,861,1,2,0,335,42,29,0,0,0,41,88,82,3.07326,0.00394291,0.074757,0.233643,0.17614
org::apache::lucene::util::OpenBitSetDISI,0,1,1,0,0,1,1,1,1,1,1,1,19.7143,0,4,3,2,2,10,0,0,2,29,5,71,0,0,0,5,27,14,1.26735,0.000398813,0.0120944,0.0539188,0.0490618
org::apache::lucene::util::OpenBitSetIterator,0,1,1,0,0,1,1,1,1,1,1,1,35.5714,0,2,2,2,0,10,0,8,0,73,5,13,7,1,0,4,7,16,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
org::apache::lucene::util::Parameter,0,0,4,1,0,3,10,6,2.5,9,5,2.25,209,69.2857,1,1,0,1,6,6,2,0,24,4,18,1,1,1,1,12,6,2.86786,0.0194352,0.00453553,0.0687541,0.00117304
org::apache::lucene::util::PriorityQueue,0,1,9,2,0,7,99,35,11,92,51,10.2222,368.143,192.729,33,1,33,0,66,15,3,0,90,12,9,2,2,0,8,23,25,2.94062,0.0416879,0.00928649,0.0841712,0.0178567
org::apache::lucene::util::ScorerDocQueue,0,1,2,0,0,1,7,6,3.5,6,5,3,103,2.69388,4,1,1,3,120,0,4,0,115,16,9,4,4,0,12,33,29,2.86107,0.00591041,0.00557505,0.0726462,0.00187384
org::apache::lucene::util::SmallFloat,0,1,4,0,0,3,127,125,31.75,128,125,32,150.571,128.382,3,1,2,1,15,0,0,0,62,6,9,0,0,0,6,12,18,4.48422,0.0577354,0.0666167,0.245484,0.156069
org::apache::lucene::util::SortedVIntList,0,1,1,0,0,1,1,1,1,1,1,1,35.5714,0,4,2,2,3,15,0,7,0,62,6,11,6,2,0,4,13,10,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
org::apache::lucene::util::StringHelper,0,1,4,0,0,4,47,24,11.75,13,6,3.25,241.714,93.3435,3,1,2,1,3,0,0,0,20,3,9,0,1,0,2,5,9,2.54988,0.017328,0.0095867,0.0759522,0.0250941
org::apache::lucene::util::ToStringUtils,0,1,4,0,0,4,9,6,2.25,6,5,1.5,153.571,54.3492,18,1,17,1,0,0,0,0,5,1,9,0,0,0,1,2,2,4.57123,0.0114461,0.00909305,0.115984,0.0055316
org::apache::lucene::util::UnicodeUtil,0,1,1,0,0,1,1,1,1,1,1,1,28,0,8,1,6,2,1,0,9,0,115,2,9,4,0,0,2,7,20,0.907447,0.00157841,0.00633487,0.0340785,0.0239308
org::apache::lucene::util::cache::Cache,0,1,2,0,0,1,6,5,3,1,1,0.5,19.7143,0.119048,2,1,2,0,15,2,0,0,6,6,9,0,0,0,5,8,2,1.26735,0.00139584,0.0120944,0.0539188,0.0490618
org::apache::lucene::util::cache::SimpleLRUCache,0,1,1,0,0,1,1,1,1,1,1,1,19.7143,0,3,3,2,1,0,0,2,1,11,1,22,2,0,0,1,3,1,1.26735,0.000398813,0.0120944,0.0539188,0.0490618
org::apache::lucene::util::cache::SimpleMapCache,0,1,1,0,0,1,1,1,1,1,1,1,19.7143,0,1,2,1,1,21,2,1,0,21,7,15,0,0,1,6,12,7,1.26735,0.000398813,0.0120944,0.0539188,0.0490618
org::apache::lucene::wikipedia::analysis::WikipediaTokenizer,0,6,7,0,0,2,197,123,28.1429,32,21,4.57143,39.7143,7.70631,5,3,1,4,28,0,38,1,122,8,16,4,4,0,3,74,26,4.91412,0.130016,0.0520034,0.217276,0.168567
org::apache::lucene::wikipedia::analysis::WikipediaTokenizerImpl,0,4,6,0,0,2,551,268,91.8333,604,276,100.667,39.7143,1.63158,6,1,1,5,231,0,64,0,422,22,9,34,7,0,12,77,139,3.50218,0.318565,0.0204668,0.123094,0.0692717
org::apache::lucene::wordnet::SynExpand,0,0,1,0,0,1,1,1,1,1,1,1,195.143,0,9,1,0,9,1,0,0,0,70,2,9,0,0,0,2,38,12,0.740259,0.0094905,0.000755367,0.016145,4.54E-06
org::apache::lucene::wordnet::SynLookup,0,0,2,0,0,2,2,1,1,2,1,1,245.286,25.0714,9,1,0,9,1,0,0,0,78,2,9,0,0,0,2,43,13,0.740259,0.0094905,0.000755367,0.016145,4.54E-06
org::apache::lucene::wordnet::Syns2Index,0,0,6,0,0,3,6,1,1,6,1,1,308,69.1667,8,1,0,8,6,0,5,0,154,4,9,3,3,0,1,62,18,0.740259,0.018981,0.000755367,0.016145,4.54E-06
org::apache::lucene::xmlparser::CoreParser,0,1,9,2,0,2,60,29,6.66667,4,1,0.444444,136.571,69.35,23,1,3,20,15,1,5,0,87,6,10,0,1,1,4,41,7,7.67536,0.0494495,0.0676022,0.316053,0.13114
org::apache::lucene::xmlparser::CorePlusExtensionsParser,0,0,5,0,0,1,42,21,8.4,5,3,1,136.571,73.9796,8,2,0,8,0,0,0,5,11,1,15,0,1,0,0,9,1,5.87959,0.0479768,0.016575,0.161808,0.0306611
org::apache::lucene::xmlparser::DOMUtils,0,1,6,2,0,2,86,59,14.3333,8,3,1.33333,136.571,15.794,29,1,20,9,91,0,0,0,166,14,9,0,1,0,13,71,39,5.48549,0.0727159,0.0196286,0.159005,0.0480047
org::apache::lucene::xmlparser::FilterBuilderFactory,0,1,4,1,0,2,22,16,5.5,6,3,1.5,136.571,49.0195,6,1,4,2,6,0,1,0,14,4,10,0,0,1,4,11,4,4.12294,0.0208157,0.0573708,0.218393,0.108978
org::apache::lucene::xmlparser::ParserException,0,1,3,0,0,2,18,16,6,9,5,3,136.571,49.9444,0,1,0,0,0,0,0,0,3,1,27,0,0,0,1,1,1,3.66829,0.025941,0.0564034,0.206585,0.108521
org::apache::lucene::xmlparser::QueryBuilderFactory,0,1,4,1,0,2,23,16,5.75,6,3,1.5,136.571,48.8385,5,1,3,2,6,0,1,0,14,4,10,0,0,1,4,11,4,4.12294,0.0205949,0.0573708,0.218393,0.108978
org::apache::lucene::xmlparser::QueryTemplateManager,0,1,4,0,0,2,130,112,32.5,21,17,5.25,88.8571,1.90659,14,1,2,12,21,0,4,0,50,7,9,0,0,4,7,36,10,3.03811,0.11059,0.0559182,0.193159,0.109104
org::apache::lucene::xmlparser::builders::BooleanFilterBuilder,0,1,4,1,0,2,30,16,7.5,11,6,2.75,132.286,36.9667,9,1,1,8,1,0,1,0,23,2,10,1,0,0,2,13,4,4.72472,0.0495644,0.058312,0.232918,0.108958
org::apache::lucene::xmlparser::builders::BooleanQueryBuilder,0,1,7,1,0,2,37,16,5.28571,26,12,3.71429,136.571,35.1892,11,1,2,9,3,0,1,0,56,3,10,1,0,0,2,25,10,7.59491,0.0717043,0.0627134,0.301601,0.109454
org::apache::lucene::xmlparser::builders::BoostingQueryBuilder,0,0,3,0,0,1,28,16,9.33333,29,27,9.66667,136.571,27.5714,5,1,1,4,1,0,2,0,20,2,10,1,0,1,2,8,2,2.99495,0.0514942,0.00530023,0.0740352,0.00168471
org::apache::lucene::xmlparser::builders::CachedFilterBuilder,0,2,5,1,0,3,27,16,5.4,21,15,4.2,91.7143,24.3598,9,1,1,8,1,0,4,0,47,2,10,4,0,0,2,12,6,4.71817,0.038075,0.0654335,0.251675,0.140904
org::apache::lucene::xmlparser::builders::ConstantScoreQueryBuilder,0,0,3,0,0,1,24,16,8,10,8,3.33333,136.571,32.0714,5,1,1,4,1,0,1,0,12,2,10,1,0,0,2,7,2,2.99495,0.0323951,0.00530023,0.0740352,0.00168471
org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder,0,1,2,0,0,2,2,1,1,4,3,2,53.1429,24.9286,4,1,1,3,1,0,0,0,34,2,10,0,0,0,2,15,5,2.24283,0.00352988,0.0555838,0.176221,0.114048
org::apache::lucene::xmlparser::builders::FilteredQueryBuilder,0,1,3,0,0,2,18,16,6,5,3,1.66667,136,49.4048,6,1,1,5,1,0,2,0,18,2,10,2,0,0,2,9,2,3.81153,0.0207318,0.0566197,0.210002,0.108541
org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder,0,0,2,0,0,1,17,16,8.5,2,1,1,136.571,45.042,6,1,1,5,1,0,5,0,22,2,10,1,0,4,2,16,3,2.42975,0.0199393,0.0044811,0.0606869,0.00162176
org::apache::lucene::xmlparser::builders::LikeThisQueryBuilder,0,2,6,0,0,3,64,38,10.6667,10,5,1.66667,136.571,36.9531,12,1,1,11,1,0,5,0,58,2,10,1,0,4,2,29,10,7.36559,0.138294,0.0933122,0.361464,0.212374
org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder,0,0,2,0,0,1,17,16,8.5,2,1,1,132.286,41.0084,2,1,1,1,1,0,0,0,3,2,10,0,0,0,2,3,1,2.58969,0.0217965,0.00477666,0.0647073,0.00167658
org::apache::lucene::xmlparser::builders::RangeFilterBuilder,0,1,3,0,0,2,18,16,6,5,3,1.66667,136.571,49.9444,3,1,1,2,1,0,0,0,10,2,10,0,0,0,2,6,1,3.66829,0.0219196,0.0564034,0.206585,0.108521
org::apache::lucene::xmlparser::builders::SpanBuilderBase,0,0,2,0,0,1,17,16,8.5,2,1,1,136.571,45.042,1,2,0,1,0,6,0,0,3,1,11,0,0,0,1,2,1,2.42975,0.0199393,0.0044811,0.0606869,0.00162176
org::apache::lucene::xmlparser::builders::SpanFirstBuilder,0,0,2,0,0,1,17,16,8.5,2,1,1,136.571,45.042,5,3,1,4,1,0,1,0,14,2,12,0,0,1,2,8,2,2.42975,0.0199393,0.0044811,0.0606869,0.00162176
org::apache::lucene::xmlparser::builders::SpanNearBuilder,0,0,3,0,0,1,19,16,6.33333,8,6,2.66667,136.571,40.3609,5,3,1,4,1,0,1,0,19,2,12,0,0,1,2,14,4,2.99495,0.0265824,0.00530023,0.0740352,0.00168471
org::apache::lucene::xmlparser::builders::SpanNotBuilder,0,0,3,0,0,1,25,16,8.33333,22,20,7.33333,136.571,30.8114,5,3,1,4,1,0,1,0,19,2,12,0,0,1,2,8,2,2.99495,0.0431902,0.00530023,0.0740352,0.00168471
org::apache::lucene::xmlparser::builders::SpanOrBuilder,0,0,2,0,0,1,17,16,8.5,2,1,1,136.571,45.042,5,3,1,4,1,0,1,0,19,2,12,0,0,1,2,13,4,2.42975,0.0199393,0.0044811,0.0606869,0.00162176
org::apache::lucene::xmlparser::builders::SpanOrTermsBuilder,0,1,4,0,0,2,22,16,5.5,14,7,3.5,136.571,52.526,9,3,1,8,1,0,1,0,26,2,12,0,0,1,2,19,3,4.40689,0.0306045,0.0368369,0.168217,0.10098
org::apache::lucene::xmlparser::builders::SpanQueryBuilderFactory,0,1,3,0,0,2,18,16,6,5,3,1.66667,136.571,49.9444,3,2,1,2,6,0,1,0,14,4,11,0,0,1,4,11,4,3.66829,0.0219196,0.0564034,0.206585,0.108521
org::apache::lucene::xmlparser::builders::SpanTermBuilder,0,0,3,0,0,1,23,16,7.66667,15,13,5,136.571,33.441,4,3,1,3,1,0,0,0,9,2,12,0,0,0,2,8,1,2.99495,0.0357167,0.00530023,0.0740352,0.00168471
org::apache::lucene::xmlparser::builders::TermQueryBuilder,0,1,4,0,0,2,25,16,6.25,21,13,5.25,136.571,36.12,4,1,1,3,1,0,0,0,10,2,10,0,0,0,2,8,1,4.23349,0.0415435,0.0572225,0.219933,0.108584
org::apache::lucene::xmlparser::builders::TermsFilterBuilder,0,3,7,0,0,4,50,23,7.14286,48,27,6.85714,136.571,30.3743,8,1,1,7,1,0,1,0,32,2,10,0,0,1,2,15,4,7.97841,0.156578,0.093454,0.373535,0.210734
org::apache::lucene::xmlparser::builders::TermsQueryBuilder,0,2,4,0,0,3,21,16,5.25,12,6,3,119.143,44.5442,11,1,1,10,1,0,1,0,37,2,10,0,0,1,2,22,4,5.06827,0.0272382,0.0881505,0.30133,0.207983
org::apache::lucene::xmlparser::builders::UserInputQueryBuilder,0,1,5,0,0,2,61,30,12.2,11,4,2.2,136.571,91.6066,5,1,1,4,3,0,3,0,32,3,10,2,0,1,2,13,4,5.74047,0.0825305,0.0753778,0.292707,0.17923
org::apache::lucene::xmlparser::webdemo::FormBasedXmlQueryDemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,15,3,0,4,0,92,3,48,4,1,0,1,50,10,0,0,0,0,0
org::apache::regexp::RegexpTunnel,0,0,3,0,1,2,24,17,8,6,5,2,145,17.3571,2,1,1,1,0,0,0,0,4,1,9,0,0,0,1,2,1,4.11562,0.0229168,0.00674772,0.0999354,0.00140016
org::tartarus::snowball::Among,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,2,1,0,2,0,0,6,0,18,1,9,0,0,6,1,5,2,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::SnowballProgram,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,25,1,21,4,325,19,6,0,306,26,9,0,0,0,3,76,95,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::DanishStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,21,0,8,6,345,7,35,8,6,0,1,32,51,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::DutchStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,55,0,12,6,753,11,35,12,10,0,1,85,130,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::EnglishStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,136,0,17,6,1131,17,35,17,16,0,1,127,206,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::FinnishStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,78,0,18,6,877,13,35,18,12,0,1,85,140,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::FrenchStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,91,0,14,6,1295,14,35,14,13,0,1,150,219,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::German2Stemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,28,0,12,6,644,8,35,12,7,0,1,63,116,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::GermanStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,28,0,11,6,615,8,35,11,7,0,1,60,109,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::HungarianStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,120,0,14,6,907,16,35,14,15,0,1,138,171,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::ItalianStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,66,0,14,6,924,12,35,14,11,0,1,102,164,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::KpStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,153,0,19,6,2032,18,35,19,17,0,1,259,351,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::LovinsStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,561,0,4,6,1501,34,35,4,33,0,1,137,262,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::NorwegianStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,15,0,7,6,281,6,35,7,5,0,1,24,44,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::PorterStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,78,0,11,6,788,13,35,11,12,0,1,90,141,1.35264,0.000832763,0.0350566,0.101164,0.0995792
org::tartarus::snowball::ext::PortugueseStemmer,0,1,1,0,0,1,1,1,1,1,1,1,6.57143,0,1,2,0,1,66,0,13,6,866,12,35,13,11,0,1,92,155,1.35264,0.000832763,0.0350566,0.101164,0.0995792
